customerID;gender;SeniorCitizen;Partner;Dependents;PaperlessBilling;PaymentMethod;Contract;MonthlyCharges;churn;Tenure;DeviceProtection;InternetService;MultipleLines;OnlineBackup;OnlineSecurity;PhoneService;StreamingMovies;StreamingTV;TechSupport;MeanMonthlyCharge;MeanMonthlyUsage
4274-DRSQT;Female;0;No;No;Yes;Bank transfer (automatic);One year;88.9;0;66.0383170085628;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;No;91.52424242424242;1003.3730909090908
4277-BWBML;Male;0;Yes;Yes;No;Bank transfer (automatic);Two year;19.95;0;71.98505102774185;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.792253521126774;1915.7584507042245
4277-PVRAN;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;80.1;1;8.01659171646235;No;Fiber optic;No;No;No;Yes;No;Yes;No;81.8125;801.1389999999999
4277-UDIEF;Male;0;Yes;Yes;No;Bank transfer (automatic);Month-to-month;81.0;0;23.984065381219327;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes;82.99130434782609;77.42973913043477
4280-DLSHD;Male;0;Yes;No;Yes;Mailed check;Month-to-month;54.75;0;8.049446600546213;Yes;DSL;No;Yes;No;Yes;No;No;No;58.6125;86.53850000000001
4282-ACRXS;Male;1;Yes;No;Yes;Electronic check;Month-to-month;24.85;0;37.980246000944575;No;DSL;No phone service;No;No;No;No;No;No;25.725675675675692;3055.1795675675676
4282-MSACW;Male;0;No;No;Yes;Credit card (automatic);One year;117.2;0;68.04246493767839;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;121.86470588235285;1394.281323529412
4282-YMKNA;Female;0;No;No;Yes;Electronic check;Month-to-month;74.75;1;9.035093123062076;No;Fiber optic;Yes;No;No;Yes;No;No;No;78.7611111111111;183.87533333333334
4283-FUTGF;Male;1;No;No;Yes;Electronic check;Month-to-month;79.85;1;18.990123000472288;Yes;Fiber optic;Yes;No;No;Yes;No;No;No;81.9833333333333;3935.1230000000005
4283-IVYCI;Male;0;No;No;No;Mailed check;Month-to-month;64.95;0;9.035093123062076;No;DSL;No;No;Yes;Yes;Yes;No;Yes;66.66111111111111;3620.665888888889
4285-GYRQC;Female;0;Yes;No;Yes;Electronic check;Month-to-month;86.25;1;6.998090309862626;Yes;Fiber optic;No;No;No;Yes;No;Yes;No;89.91666666666667;668.3276666666667
4289-DTDKW;Male;0;Yes;No;Yes;Electronic check;Month-to-month;101.3;1;40.017248814144025;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;104.44750000000003;7838.399749999999
4290-BSXUX;Male;0;Yes;No;Yes;Bank transfer (automatic);Month-to-month;79.65;1;3.0226493357153124;No;Fiber optic;Yes;No;No;Yes;No;No;Yes;86.08333333333333;4665.738
4291-HPAXL;Male;0;No;Yes;No;Mailed check;Month-to-month;19.85;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.85;637.355
4291-HYEBC;Female;1;Yes;Yes;Yes;Electronic check;One year;39.1;0;27.992361239450503;No;DSL;No phone service;Yes;No;No;Yes;No;No;40.8888888888889;124.2947037037037
4291-SHSBH;Male;0;No;No;Yes;Electronic check;Month-to-month;69.55;0;7.030945193946487;No;Fiber optic;No;No;No;Yes;No;No;No;74.56428571428572;3638.0115714285716
4291-TPNFG;Male;0;Yes;No;Yes;Bank transfer (automatic);Two year;82.3;0;71.98505102774185;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Yes;85.28169014084514;2490.1697323943654
4291-YZODP;Female;0;No;Yes;No;Mailed check;One year;20.05;0;7.030945193946487;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.707142857142856;179.78485714285713
4293-ETKAP;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;79.4;0;65.01981560196307;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes;81.95538461538462;6498.381153846154
4295-YURET;Female;1;Yes;Yes;Yes;Credit card (automatic);Two year;72.6;0;56.05043224706873;No;DSL;No;No;Yes;Yes;Yes;Yes;Yes;76.06249999999997;143.75203571428577
4298-OYIFC;Male;0;Yes;No;Yes;Electronic check;Month-to-month;103.45;0;15.014682026324977;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;109.61000000000003;5011.432666666667
4299-OPXEJ;Female;0;No;No;Yes;Bank transfer (automatic);Two year;19.55;0;56.05043224706873;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.29999999999999;487.4639285714285
4299-SIMNS;Male;0;No;No;Yes;Electronic check;Month-to-month;81.15;0;9.035093123062076;No;Fiber optic;Yes;No;Yes;Yes;No;No;No;88.60555555555555;990.6215555555557
4301-VVZKA;Male;0;Yes;No;Yes;Electronic check;Month-to-month;75.4;0;16.000328548840837;No;Fiber optic;Yes;No;No;Yes;No;No;No;80.76875000000001;702.744375
4302-ZYFEL;Male;0;Yes;Yes;Yes;Credit card (automatic);One year;20.55;0;69.02811146019425;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.593478260869546;2059.2983188405797
4304-TSPVK;Female;0;Yes;No;No;Bank transfer (automatic);Two year;114.9;0;68.04246493767839;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;120.92058823529405;1076.0812647058826
4304-XUMGI;Male;1;Yes;Yes;Yes;Bank transfer (automatic);Two year;75.15;0;50.005133575638105;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;No;78.28800000000005;5177.174400000002
4307-KTUMW;Male;0;Yes;No;No;Electronic check;Month-to-month;93.9;1;53.02778291135341;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;No;No;97.12830188679246;1700.9087735849066
4307-KWMXE;Male;0;No;No;No;Electronic check;Month-to-month;35.75;0;10.0535945296618;No;DSL;No phone service;Yes;No;No;No;No;Yes;36.779999999999994;13810.442000000001
4310-KEDTB;Female;0;No;Yes;Yes;Mailed check;Month-to-month;29.8;0;25.988213310334913;Yes;DSL;No phone service;No;No;No;No;No;No;30.71999999999999;1585.2598
4311-QTTAI;Female;0;No;No;No;Credit card (automatic);One year;19.35;0;16.000328548840837;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.51875;835.319875
4312-GVYNH;Female;0;Yes;No;Yes;Bank transfer (automatic);Two year;49.85;0;70.04661286679398;Yes;DSL;No phone service;No;Yes;No;Yes;No;Yes;50.98428571428567;1935.118571428572
4312-KFRXN;Male;0;Yes;No;No;Mailed check;Two year;25.4;0;71.98505102774185;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;26.780281690140864;2199.951098591549
4315-MURBD;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;98.9;1;12.024887574693526;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;102.18333333333335;9389.782000000001
4316-XCSLJ;Male;0;No;Yes;Yes;Mailed check;Month-to-month;50.3;0;17.018829955440562;No;DSL;No;No;Yes;Yes;No;No;No;52.817647058823525;1494.6682352941177
4317-VTEOA;Male;0;No;No;Yes;Electronic check;Month-to-month;50.75;1;1.0185014065997249;No;DSL;No;Yes;No;Yes;No;No;No;50.75;6005.928000000001
4318-RAJVY;Female;0;No;No;Yes;Mailed check;One year;19.8;0;10.0535945296618;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.360000000000003;410.091
4320-QMLLA;Male;0;No;No;No;Mailed check;Month-to-month;54.85;0;7.030945193946487;No;DSL;No;No;No;Yes;No;Yes;No;55.464285714285715;102.21028571428572
4322-RCYMT;Male;0;Yes;Yes;Yes;Bank transfer (automatic);One year;75.8;1;67.97675516951067;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Yes;80.73880597014929;3644.4477910447763
4323-ELYYB;Male;0;Yes;Yes;No;Mailed check;One year;20.0;0;13.010534097209389;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.584615384615383;2640.702307692308
4323-OHFOW;Female;1;Yes;No;Yes;Bank transfer (automatic);One year;105.55;0;70.04661286679398;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;111.12714285714296;94.21328571428572
4323-SADQS;Male;0;Yes;Yes;Yes;Electronic check;Month-to-month;34.5;1;6.998090309862626;No;DSL;No phone service;No;Yes;No;No;No;Yes;36.36666666666667;6816.822999999999
4324-AHJKS;Female;0;No;No;No;Credit card (automatic);Month-to-month;55.8;0;5.0267972648309;Yes;DSL;No;No;Yes;Yes;No;No;No;57.18000000000001;2222.301
4324-BZCKL;Female;0;Yes;Yes;Yes;Mailed check;Month-to-month;55.55;0;10.0535945296618;Yes;DSL;No;Yes;No;Yes;No;No;No;58.86;2469.2690000000002
4325-NFSKC;Male;1;No;No;Yes;Electronic check;Month-to-month;90.6;1;19.055832768640013;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;No;96.84210526315788;3057.890157894737
4328-VUFWD;Female;0;No;No;No;Electronic check;One year;59.3;0;38.9987474075443;No;DSL;No;No;No;Yes;Yes;No;Yes;61.11842105263158;2253.746263157895
4329-YPDDQ;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;108.2;0;20.041479291155877;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;112.44000000000001;5511.869000000001
4332-MUOEZ;Male;1;Yes;Yes;No;Credit card (automatic);One year;94.3;0;20.041479291155877;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Yes;98.70999999999998;2139.0935000000004
4334-HOWRP;Male;1;Yes;No;Yes;Credit card (automatic);Two year;64.95;0;71.98505102774185;Yes;DSL;No phone service;Yes;Yes;No;Yes;Yes;Yes;67.38661971830979;532.2579014084507
4335-BSMJS;Female;0;No;No;Yes;Credit card (automatic);Two year;25.8;0;61.99716626624777;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;27.43278688524589;1339.6483114754105
4335-UPJSI;Female;0;No;Yes;No;Mailed check;Two year;19.75;0;23.984065381219327;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.180434782608696;1564.182956521739
4338-EYCER;Male;0;Yes;No;No;Bank transfer (automatic);Month-to-month;54.6;0;21.027125813671738;No;DSL;No;No;No;Yes;No;Yes;No;56.585714285714296;1386.0231428571428
4342-HENTK;Female;1;No;No;Yes;Electronic check;Month-to-month;70.65;1;2.0041479291155877;No;Fiber optic;No;No;No;Yes;No;No;No;77.65;5904.331
4342-HFXWS;Female;0;Yes;Yes;No;Bank transfer (automatic);One year;69.7;0;48.000985646522516;Yes;DSL;No;No;Yes;Yes;No;Yes;Yes;71.5270833333333;821.5836250000002
4343-EJVQB;Male;0;No;No;No;Mailed check;Month-to-month;74.35;0;7.030945193946487;No;Fiber optic;No;No;Yes;Yes;No;No;No;77.19285714285715;695.0597142857142
4349-GFQHK;Male;0;No;No;No;Electronic check;Month-to-month;54.35;1;1.0185014065997249;Yes;DSL;Yes;No;No;Yes;No;No;No;54.35;8808.423
4350-ZTLPI;Female;0;Yes;No;Yes;Bank transfer (automatic);One year;108.95;0;53.02778291135341;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;113.60660377358485;3892.566962264151
4351-QLCSU;Female;0;No;No;Yes;Credit card (automatic);Month-to-month;55.0;1;1.0185014065997249;No;DSL;No;No;No;Yes;No;Yes;No;65.1;4982.335999999999
4353-HYOJD;Female;0;Yes;Yes;No;Mailed check;Month-to-month;49.85;0;27.00671471693464;No;DSL;No;Yes;No;Yes;No;No;No;52.00185185185184;168.27455555555554
4355-CVPVS;Female;0;Yes;Yes;No;Bank transfer (automatic);One year;88.9;0;56.05043224706873;No;Fiber optic;No;No;No;Yes;Yes;Yes;No;92.83749999999999;1335.7996785714283
4355-HBJHH;Male;0;Yes;Yes;Yes;Electronic check;Two year;79.7;1;66.9911086469948;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;No;82.15606060606055;2473.325151515151
4359-INNWN;Female;0;No;No;No;Credit card (automatic);One year;20.05;0;17.018829955440562;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.232352941176476;3436.587117647059
4360-PNRQB;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;75.6;0;18.037331362040288;No;Fiber optic;Yes;No;No;Yes;No;No;No;79.17777777777778;5603.880666666667
4360-QRAVE;Male;1;No;No;No;Electronic check;Month-to-month;36.65;0;36.99459947842872;Yes;DSL;No phone service;Yes;No;No;No;No;No;38.052777777777784;839.5804444444444
4361-BKAXE;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;114.5;1;41.03575022074375;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;120.43902439024389;6475.958975609756
4361-FEBGN;Male;0;No;No;No;Credit card (automatic);Two year;20.15;0;48.000985646522516;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.616666666666656;2451.7590833333334
4365-MSDYN;Male;0;Yes;No;Yes;Bank transfer (automatic);Month-to-month;19.55;0;8.049446600546213;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.8;3448.229750000001
4366-CTOUZ;Female;0;No;No;Yes;Mailed check;Two year;100.2;0;50.005133575638105;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;104.22399999999992;2031.6470000000002
4367-NHWMM;Female;0;No;No;Yes;Mailed check;Month-to-month;24.9;0;1.0185014065997249;No;DSL;No phone service;No;No;No;No;No;No;24.9;4577.818
4369-HTUIF;Male;1;No;No;Yes;Bank transfer (automatic);Month-to-month;85.15;1;5.979588903262901;No;Fiber optic;No;No;Yes;Yes;No;Yes;No;86.67;2430.172
4369-NYSCF;Male;0;No;No;Yes;Bank transfer (automatic);One year;75.75;0;56.05043224706873;No;DSL;No;Yes;No;Yes;Yes;Yes;Yes;78.59642857142855;1669.2094999999997
4373-MAVJG;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Month-to-month;90.9;1;14.029035503809114;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;No;93.99285714285716;46.41328571428571
4373-VVHQL;Male;0;No;No;Yes;Electronic check;Month-to-month;44.75;0;1.0185014065997249;No;DSL;No;No;No;Yes;No;No;No;44.75;3613.697
4374-YMUSQ;Male;0;No;No;No;Credit card (automatic);One year;116.25;0;34.037659910881125;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;123.70588235294117;1165.8236470588236
4376-KFVRS;Male;0;Yes;Yes;Yes;Credit card (automatic);Two year;114.05;0;71.98505102774185;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;120.13732394366203;751.7111408450708
4377-VDHYI;Male;0;Yes;Yes;Yes;Electronic check;One year;90.8;0;32.03351198176554;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;No;95.26562500000001;690.4239375000001
4378-BZYFP;Male;0;No;No;Yes;Mailed check;One year;20.5;0;17.018829955440562;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.876470588235293;2102.206588235294
4378-MYPGO;Male;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;105.25;0;68.04246493767839;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No;111.45147058823531;5754.041264705884
4381-MHQDC;Female;0;No;No;Yes;Mailed check;Two year;65.0;0;46.98248423992279;Yes;DSL;Yes;No;Yes;Yes;No;No;Yes;68.54782608695653;108.00526086956522
4385-GZQXV;Female;1;No;No;Yes;Electronic check;Month-to-month;94.45;1;15.967473664756977;No;Fiber optic;No;No;No;Yes;Yes;Yes;Yes;94.6566666666667;4728.9653333333345
4385-ZKVNW;Male;0;Yes;Yes;Yes;Bank transfer (automatic);Month-to-month;54.9;0;44.025544672375204;No;DSL;No;Yes;No;Yes;No;No;Yes;56.82272727272729;3792.7524545454535
4389-UEFCZ;Female;0;Yes;No;Yes;Electronic check;Two year;105.5;0;71.98505102774185;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;No;109.6380281690141;3381.0673098591556
4390-KYULV;Male;0;Yes;No;Yes;Credit card (automatic);Month-to-month;20.55;1;2.9569395675475882;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;22.5;3271.3640000000005
4391-LNRXK;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;94.95;0;22.045627220271463;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Yes;100.46363636363638;45.63181818181818
4391-RESHN;Male;0;No;No;Yes;Mailed check;Month-to-month;104.05;1;22.998418858703463;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;107.75909090909089;4079.973272727273
4393-GEADV;Male;0;Yes;Yes;No;Credit card (automatic);Two year;114.75;0;70.04661286679398;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;116.77999999999999;1242.8911428571425
4393-OBCRR;Female;0;No;No;No;Mailed check;One year;20.25;0;3.0226493357153124;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.25;619.0923333333334
4393-RYCRE;Male;0;No;No;Yes;Electronic check;One year;106.05;0;44.025544672375204;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No;109.56363636363643;3057.2027727272725
4395-PZMSN;Male;1;No;No;Yes;Electronic check;Month-to-month;85.55;0;5.0267972648309;No;Fiber optic;No;Yes;No;Yes;Yes;No;No;86.63000000000001;343.901
4396-KLSEH;Male;0;No;No;Yes;Electronic check;Month-to-month;19.85;0;4.008295858231175;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.200000000000003;3868.9015000000004
4397-FRLTA;Female;0;No;No;No;Mailed check;Month-to-month;20.15;0;4.008295858231175;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.575;148.4635
4398-HSCJH;Female;0;No;No;Yes;Electronic check;Month-to-month;63.6;1;2.9569395675475882;No;DSL;Yes;No;No;Yes;No;Yes;Yes;63.6;3672.7520000000004
4402-FTBXC;Male;0;No;No;No;Mailed check;Month-to-month;89.8;0;54.04628431795314;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;No;92.82592592592597;151.09703703703704
4403-BWPAY;Male;0;No;No;Yes;Credit card (automatic);One year;24.8;0;13.996180619725251;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;26.11538461538462;228.89561538461538
4404-HIBDJ;Female;0;No;No;No;Mailed check;One year;74.3;1;25.035421671902913;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Yes;77.76399999999997;4363.593
4412-YLTKF;Female;1;No;No;Yes;Electronic check;Month-to-month;78.05;1;26.973859832850778;Yes;Fiber optic;Yes;No;No;Yes;No;No;No;80.97692307692306;2591.2666923076927
4415-WNGVR;Female;1;Yes;No;Yes;Electronic check;One year;79.2;0;11.992032690609664;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Yes;85.08181818181819;696.9277272727273
4418-LZMSV;Male;0;Yes;Yes;No;Bank transfer (automatic);Month-to-month;61.8;0;13.010534097209389;Yes;DSL;No;Yes;No;Yes;No;No;Yes;66.09230769230768;3457.0536153846156
4419-UJMUS;Male;0;Yes;Yes;Yes;Electronic check;Two year;99.35;0;69.02811146019425;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;103.9601449275363;4528.676884057972
4422-QVIJA;Female;0;No;Yes;No;Mailed check;Month-to-month;50.15;0;34.95759666522927;No;DSL;Yes;No;No;Yes;No;No;No;51.78823529411767;1560.4388235294118
4423-JWZJN;Male;0;Yes;Yes;No;Credit card (automatic);One year;90.25;0;64.00131419536335;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;No;93.57656249999998;1337.4836875
4423-YLHDV;Female;0;Yes;No;Yes;Bank transfer (automatic);Month-to-month;104.4;1;20.994270929587877;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;No;113.06000000000002;6039.7815
4424-TKOPW;Male;1;No;No;Yes;Electronic check;Month-to-month;93.85;1;1.9712930450317254;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;104.25;12315.623
4425-OWHWB;Female;0;No;No;Yes;Credit card (automatic);One year;19.35;0;20.041479291155877;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.715000000000007;172.4195
4429-WYGFR;Male;0;No;No;No;Bank transfer (automatic);Month-to-month;49.15;0;25.988213310334913;No;DSL;No;No;No;Yes;No;No;Yes;51.12200000000001;1324.0518000000002
4430-UZIPO;Male;0;No;No;Yes;Mailed check;Month-to-month;36.85;1;3.0226493357153124;No;DSL;No phone service;Yes;No;No;No;No;Yes;38.916666666666664;5856.3076666666675
4430-YHXGG;Female;0;No;Yes;Yes;Mailed check;Month-to-month;25.45;0;4.008295858231175;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.45;12094.2325
4431-EDMIQ;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;75.7;0;7.030945193946487;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Yes;79.60000000000001;4679.447142857142
4432-ADRLB;Male;0;No;No;No;Mailed check;Month-to-month;44.65;1;2.0041479291155877;No;DSL;No;No;No;Yes;No;No;No;45.849999999999994;2298.447
4433-JCGCG;Male;1;Yes;No;Yes;Electronic check;Month-to-month;101.0;1;45.996837717406926;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;108.81333333333336;2326.0009999999997
4439-JMPMT;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;85.75;1;4.9610874966631755;No;Fiber optic;No;No;No;Yes;No;Yes;Yes;90.75;2642.2970000000005
4439-YRNVD;Female;0;No;No;No;Electronic check;Month-to-month;36.25;0;10.0535945296618;No;DSL;No phone service;Yes;No;No;No;No;Yes;39.23;467.1089999999999
4441-NIHPT;Female;1;No;No;Yes;Electronic check;Month-to-month;74.3;1;13.010534097209389;Yes;Fiber optic;No;No;No;Yes;No;No;No;76.6307692307692;3758.696153846154
4443-EMBNA;Female;0;Yes;No;No;Bank transfer (automatic);Two year;24.75;0;70.96654962114212;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.635714285714286;707.0540000000003
4445-KWOKW;Female;0;No;No;Yes;Bank transfer (automatic);One year;60.15;0;42.021396743259615;No;DSL;Yes;Yes;Yes;Yes;No;No;No;61.91904761904766;2327.4852857142864
4445-ZJNMU;Male;0;No;No;Yes;Credit card (automatic);Month-to-month;99.3;0;9.035093123062076;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;104.76666666666665;64.00200000000001
4446-BZKHU;Male;0;Yes;No;Yes;Electronic check;Month-to-month;105.55;1;61.0115197437319;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;107.59918032786895;2292.990114754098
4450-DLLMH;Male;0;No;No;Yes;Credit card (automatic);Month-to-month;71.3;0;2.0041479291155877;No;Fiber optic;No;No;No;Yes;No;No;No;79.14999999999998;16.656
4450-MDZFX;Male;0;Yes;Yes;No;Bank transfer (automatic);Month-to-month;74.35;0;59.99301833713218;No;Fiber optic;Yes;No;No;Yes;No;No;No;77.09406779661015;252.69474576271182
4450-YOOHP;Female;0;No;No;Yes;Credit card (automatic);Month-to-month;50.65;0;38.9987474075443;Yes;DSL;No phone service;No;No;No;Yes;Yes;No;52.907894736842145;776.536947368421
4451-RWASJ;Male;0;Yes;Yes;Yes;Mailed check;One year;19.5;0;15.014682026324977;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.313333333333333;590.7486666666665
4452-QIIEB;Male;0;No;No;No;Mailed check;Month-to-month;43.9;0;7.030945193946487;No;DSL;No;No;No;Yes;No;No;No;47.199999999999996;862.8302857142857
4452-ROHMO;Female;0;No;No;No;Mailed check;Two year;19.6;0;15.014682026324977;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.166666666666668;2553.5036666666665
4455-BFSPD;Female;0;Yes;No;No;Bank transfer (automatic);One year;101.15;0;61.0115197437319;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;107.00573770491795;4429.434081967216
4456-RHSNB;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Month-to-month;49.6;0;19.022977884556152;Yes;DSL;No;No;No;Yes;No;No;No;52.21578947368422;3035.5170000000003
4458-KVRBJ;Male;0;No;No;No;Mailed check;Two year;25.0;0;58.97451693053245;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.644827586206894;739.9528275862069
4459-BBGHE;Male;0;No;Yes;Yes;Electronic check;Month-to-month;44.5;0;30.029364052649953;No;DSL;No phone service;No;No;No;Yes;Yes;No;45.629999999999995;787.1313333333333
4462-CYWMH;Male;1;Yes;No;Yes;Bank transfer (automatic);Month-to-month;89.8;0;61.99716626624777;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;No;93.7901639344263;1921.5864262295079
4464-JCOLN;Male;0;Yes;Yes;No;Mailed check;One year;19.85;1;2.0041479291155877;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.85;813.7129999999999
4465-VDKIQ;Female;0;No;No;No;Electronic check;Month-to-month;77.8;0;18.037331362040288;Yes;Fiber optic;No;Yes;No;Yes;No;No;No;81.68333333333332;1534.2694444444446
4468-KAZHE;Female;1;Yes;No;Yes;Electronic check;Month-to-month;60.0;0;20.041479291155877;No;DSL;No;Yes;No;Yes;Yes;No;No;61.519999999999996;2267.137
4468-YDOVK;Male;0;No;Yes;Yes;Bank transfer (automatic);Month-to-month;48.65;0;5.0267972648309;No;DSL;No;No;No;Yes;No;No;Yes;54.29;472.105
4471-KXAUH;Female;0;Yes;No;Yes;Electronic check;Month-to-month;84.3;1;41.988541859175754;Yes;Fiber optic;Yes;No;No;Yes;No;No;Yes;88.95365853658544;3831.214073170733
4472-VESGY;Female;0;Yes;Yes;No;Bank transfer (automatic);Month-to-month;98.15;0;52.009281504753694;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;No;102.26346153846156;1003.7410769230769
4475-NVTLU;Male;0;Yes;Yes;No;Electronic check;Two year;19.2;0;45.01119119489107;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.9088888888889;1220.4528888888888
4476-OSWTN;Male;1;Yes;No;Yes;Mailed check;One year;110.55;0;69.02811146019425;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes;114.84710144927548;748.6151304347827
4480-MBMLB;Female;0;No;No;Yes;Bank transfer (automatic);One year;104.8;0;35.97609807182899;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;106.38857142857148;2077.7662857142855
4480-QQRHC;Female;1;No;No;Yes;Bank transfer (automatic);Month-to-month;74.05;0;8.049446600546213;Yes;Fiber optic;No;No;No;Yes;No;No;No;74.175;4530.199
4482-EWFMI;Female;0;No;No;Yes;Electronic check;Month-to-month;69.7;0;2.0041479291155877;No;Fiber optic;No;No;No;Yes;No;No;No;75.7;2573.249
4482-FTFFX;Male;0;No;No;No;Electronic check;Month-to-month;56.15;0;5.0267972648309;Yes;DSL;No;No;No;Yes;No;No;Yes;61.96999999999999;8574.481
4484-CGXFK;Female;0;No;No;Yes;Electronic check;Month-to-month;55.3;1;3.0226493357153124;No;DSL;No;No;No;Yes;Yes;No;No;59.69999999999999;1976.1970000000001
4484-GLZOU;Female;0;Yes;No;Yes;Electronic check;Month-to-month;105.05;1;52.009281504753694;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;109.49423076923085;2539.387961538462
