customerID;gender;SeniorCitizen;Partner;Dependents;PaperlessBilling;PaymentMethod;contractID;Contract;MonthlyCharges;StartDate;EndDate;churn
5686-CMAWK;Male;0;No;No;No;Electronic check;LuXZYSLQzC;One year;86.75;2018-08-01;;0
5687-DKDTV;Female;0;No;No;No;Mailed check;C3GpAAuhrt;Month-to-month;20.35;2020-03-01;2020-07-01;1
5688-KZTSN;Male;0;Yes;Yes;Yes;Electronic check;9gyekM5Auf;Month-to-month;20.0;2019-04-01;2020-07-01;1
5692-FPTAH;Female;0;No;No;Yes;Mailed check;HWHNPbYMkB;Month-to-month;45.4;2020-09-01;2020-10-01;1
5692-ICXLW;Male;1;No;No;Yes;Electronic check;J8SnQwFfTW;Month-to-month;90.7;2017-06-01;;0
5693-PIPCS;Male;0;No;No;Yes;Credit card (automatic);FaNhNwmBSs;Two year;99.65;2016-08-01;;0
5696-CEIQJ;Male;0;Yes;Yes;No;Bank transfer (automatic);HM6R4eb8NW;Two year;103.15;2014-06-01;;0
5696-EXCYS;Male;0;No;No;No;Credit card (automatic);92Ykox5UY4;Two year;19.45;2018-08-01;;0
5696-JVVQY;Female;0;Yes;Yes;Yes;Credit card (automatic);7tWSPzPRbL;Two year;70.1;2016-01-01;;0
5696-QURRL;Male;0;No;No;Yes;Mailed check;AvZGNaKwvh;Month-to-month;45.05;2020-03-01;2020-04-01;1
5697-GOMBF;Female;1;Yes;Yes;Yes;Electronic check;J83gMU9fc8;Month-to-month;35.9;2017-09-01;;0
5698-BQJOH;Female;0;No;No;No;Electronic check;3BNm8q7Qcd;Month-to-month;94.4;2020-03-01;2020-12-01;1
5699-BNCAS;Male;1;No;No;Yes;Mailed check;52fjV4xw9W;Two year;24.65;2014-02-01;;0
5701-GUXDC;Female;0;Yes;No;No;Credit card (automatic);C75VgrfRoG;One year;35.4;2017-11-01;;0
5701-SVCWR;Female;0;No;Yes;No;Mailed check;F3DWJioJyU;Month-to-month;24.0;2019-12-01;;0
5701-YVSVF;Female;1;Yes;No;Yes;Electronic check;B39TPPzhKS;Month-to-month;82.9;2019-02-01;;0
5701-ZIKJE;Male;0;No;No;Yes;Mailed check;7SE4VtCULh;Month-to-month;50.55;2018-12-01;;0
5702-KVQRD;Male;0;Yes;No;Yes;Electronic check;CaYFpPVwiy;Two year;82.55;2014-02-01;;0
5702-SKUOB;Female;0;Yes;No;No;Mailed check;48RSwt883x;Month-to-month;19.6;2019-09-01;;0
5707-ORNDZ;Male;1;No;No;No;Electronic check;AfwRkdb2EY;Month-to-month;54.55;2019-09-01;2020-06-01;1
5707-ZMDJP;Male;0;Yes;Yes;Yes;Mailed check;DUdZURBpLq;Two year;69.7;2015-08-01;;0
5708-EVONK;Female;0;Yes;Yes;Yes;Bank transfer (automatic);7M7ApsXYrY;Month-to-month;93.4;2016-01-01;2020-11-01;1
5709-LVOEQ;Female;0;Yes;Yes;No;Mailed check;DvLRSVpCwM;Two year;80.85;2020-01-01;;0
5712-AHQNN;Female;0;No;No;Yes;Electronic check;4hMnWrXV6v;Month-to-month;91.65;2016-06-01;;0
5712-PTIWW;Male;0;No;No;Yes;Electronic check;746ULVMPRY;Month-to-month;79.85;2020-01-01;2020-03-01;1
5712-VBOXD;Female;0;No;No;Yes;Credit card (automatic);E7cPpsAGq5;Month-to-month;20.15;2019-09-01;;0
5716-EZXZN;Female;0;Yes;Yes;Yes;Credit card (automatic);7yGcSv4uo4;Two year;99.05;2014-08-01;;0
5716-LIBJC;Female;0;No;Yes;Yes;Credit card (automatic);FRpcsb9exz;One year;104.15;2018-12-01;;0
5724-BIDBU;Male;0;Yes;No;Yes;Electronic check;76weqUuBJM;One year;55.35;2015-12-01;;0
5726-CVNYA;Female;0;Yes;Yes;Yes;Mailed check;ENQsmLr88i;Two year;19.85;2019-05-01;;0
5727-MYATE;Male;0;Yes;Yes;Yes;Credit card (automatic);JR4XBb5VZB;Two year;90.8;2014-01-01;;0
5729-KLZAR;Female;0;Yes;Yes;No;Electronic check;HEFUpuShZc;Month-to-month;80.85;2020-02-01;2020-06-01;1
5730-DBDSI;Male;0;No;No;No;Bank transfer (automatic);B5vG9TG9VP;Two year;19.7;2014-07-01;;0
5730-RIITO;Female;1;No;No;Yes;Credit card (automatic);HtxZcrM8iS;Month-to-month;33.45;2016-06-01;;0
5732-IKGQH;Male;1;Yes;No;Yes;Bank transfer (automatic);5LqnRCBUQj;One year;104.45;2015-09-01;;0
5734-EJKXG;Female;0;No;No;Yes;Electronic check;D5tHMJ3vVU;One year;118.6;2014-12-01;;0
5736-YEJAX;Male;0;No;Yes;Yes;Credit card (automatic);JZVSVJABnY;Two year;79.45;2014-04-01;;0
5740-YHGTW;Male;0;Yes;Yes;Yes;Credit card (automatic);KWVPMkUBys;Month-to-month;97.55;2014-03-01;;0
5743-KHMNA;Male;0;No;No;No;Bank transfer (automatic);7nHtEuPTAe;Two year;25.55;2014-02-01;;0
5747-PMBSQ;Male;1;Yes;No;Yes;Mailed check;TLMJnScjrm;Month-to-month;92.5;2019-12-01;2020-10-01;1
5748-RNCJT;Male;0;No;No;Yes;Bank transfer (automatic);GmoBmobmi2;Two year;106.5;2014-09-01;2020-06-01;1
5751-USDBL;Male;0;Yes;Yes;No;Mailed check;JMJiLJBef8;Two year;81.0;2016-03-01;;0
5753-QQWPW;Female;0;No;No;Yes;Electronic check;59tZgmxkFW;One year;59.9;2017-09-01;;0
5756-JYOJT;Female;0;No;No;No;Credit card (automatic);CMfneEmwA7;One year;64.9;2019-02-01;;0
5756-OZRIO;Male;1;Yes;No;No;Bank transfer (automatic);GLopGXJjQf;One year;64.05;2014-12-01;;0
5759-RCVCB;Female;0;No;No;No;Credit card (automatic);AbHkhjx3ez;Month-to-month;35.2;2020-06-01;2020-09-01;1
5760-FXFVO;Male;0;No;No;Yes;Electronic check;3YLKKFzfWW;Month-to-month;78.95;2019-07-01;;0
5760-IFJOZ;Male;0;No;No;No;Mailed check;JhCYLAWaAs;Month-to-month;107.95;2019-10-01;;0
5760-WRAHC;Female;1;No;No;Yes;Mailed check;DP6Yr9DdnE;Month-to-month;69.75;2018-03-01;;0
5762-TJXGK;Female;0;No;No;Yes;Bank transfer (automatic);FFrVv5Wtej;Two year;58.75;2015-09-01;;0
5766-FTRTS;Male;0;Yes;No;No;Mailed check;E8R6LMm6BC;Two year;84.45;2014-01-01;;0
5766-XQXMQ;Female;0;No;No;Yes;Bank transfer (automatic);DKKRdCMdra;Month-to-month;68.85;2018-02-01;2020-07-01;1
5766-ZJYBB;Male;0;No;No;No;Mailed check;9ER9BoHnwk;Month-to-month;19.4;2020-08-01;2020-09-01;1
5774-QPLTF;Male;0;Yes;Yes;Yes;Mailed check;FJYYoyZHMj;One year;20.35;2015-11-01;;0
5774-XZTQC;Female;0;Yes;Yes;No;Mailed check;CvhiHcWSpq;Month-to-month;20.45;2019-06-01;;0
5777-KJIRB;Female;0;No;No;Yes;Mailed check;KaAN9Wi7r3;One year;50.25;2016-09-01;;0
5777-ZPQNC;Female;0;No;No;No;Electronic check;3RKKLknUFH;One year;20.15;2019-01-01;;0
5778-BVOFB;Female;0;No;No;Yes;Bank transfer (automatic);KHGycWE6x7;Month-to-month;59.5;2019-04-01;;0
5780-INQIK;Female;0;No;No;No;Electronic check;BvxzVDXict;Month-to-month;49.4;2019-05-01;;0
5781-BKHOP;Female;0;Yes;No;No;Bank transfer (automatic);JysGMvbZsH;Two year;100.65;2014-01-01;;0
5781-RFZRP;Male;0;Yes;No;No;Credit card (automatic);Hi68qVBCDn;Two year;73.5;2014-02-01;;0
5787-KXGIY;Male;0;Yes;No;No;Credit card (automatic);ADugxBtZgE;Two year;19.3;2014-01-01;;0
5788-YPOEG;Female;0;Yes;Yes;No;Mailed check;FwTsRrcfvA;Two year;84.75;2017-03-01;;0
5789-LDFXO;Male;0;No;No;No;Electronic check;BGLRNxx2Mg;One year;24.6;2018-01-01;;0
5791-KAJFD;Female;0;Yes;Yes;Yes;Bank transfer (automatic);ApiwsFHXSG;One year;68.75;2015-05-01;;0
5792-JALQC;Female;1;No;No;No;Bank transfer (automatic);E9GCbu63bB;Two year;59.85;2015-09-01;;0
5793-YOLJN;Female;0;Yes;Yes;No;Mailed check;CmEMaJTcrw;Two year;21.0;2015-06-01;;0
5795-BKOYE;Female;0;Yes;Yes;No;Bank transfer (automatic);KKC4hC6TDb;One year;59.1;2014-04-01;;0
5795-KTGUD;Female;0;Yes;No;Yes;Bank transfer (automatic);HJtc6X3nxB;Two year;110.8;2014-05-01;;0
5797-APWZC;Female;0;No;No;No;Electronic check;9crNJLzFbx;Month-to-month;90.6;2020-09-01;2020-10-01;1
5799-JRCZO;Female;0;No;Yes;No;Credit card (automatic);3TKJgDY5KU;Two year;19.5;2014-10-01;;0
5802-ADBRC;Female;0;Yes;No;Yes;Mailed check;KQiRyiRaMH;One year;104.4;2015-11-01;;0
5803-NQJZO;Male;0;Yes;No;Yes;Bank transfer (automatic);H4ewR9wsRy;Two year;67.8;2014-01-01;;0
5804-HYIEZ;Male;0;Yes;Yes;Yes;Electronic check;3hJQHW5Pgc;Month-to-month;106.05;2014-03-01;;0
5804-JMYIO;Female;0;Yes;Yes;No;Mailed check;D7kgBJuyrw;Two year;19.75;2016-10-01;;0
5804-LEPIM;Female;1;No;No;Yes;Electronic check;8BcoR3PJsG;Month-to-month;70.35;2020-09-01;2020-11-01;1
5808-TOTXO;Female;0;No;Yes;Yes;Credit card (automatic);4Tq7KL3fVA;One year;20.55;2019-10-01;;0
5811-IWXYM;Female;0;Yes;Yes;No;Bank transfer (automatic);CxTta95Nb7;One year;101.25;2015-09-01;;0
5813-UECBU;Male;1;No;No;Yes;Credit card (automatic);EKeDZPNk8p;Month-to-month;83.85;2017-12-01;2020-09-01;1
5815-HGGHV;Male;0;Yes;No;Yes;Mailed check;8YWxeXyANx;One year;64.15;2018-05-01;;0
5816-JMLGY;Female;0;Yes;Yes;Yes;Bank transfer (automatic);5wGkFBQruc;Two year;80.4;2014-03-01;;0
5816-QVHRX;Female;0;No;No;No;Credit card (automatic);CqLVrczHZV;Month-to-month;100.3;2016-12-01;;0
5816-SCGFC;Female;1;No;No;Yes;Mailed check;AVDnDrKNFW;Month-to-month;51.3;2019-06-01;;0
5820-PTRYM;Female;1;Yes;No;Yes;Credit card (automatic);EfkGY4dPq7;One year;68.45;2015-05-01;;0
5821-MMEIL;Female;0;Yes;No;No;Bank transfer (automatic);5caSpiX6CF;Two year;19.9;2015-04-01;;0
5825-XJOCM;Male;0;No;Yes;Yes;Bank transfer (automatic);CJDNgiBDcw;One year;64.4;2016-01-01;;0
5827-MWCZK;Male;0;Yes;Yes;Yes;Credit card (automatic);4k2xZU7NCV;Month-to-month;96.95;2015-05-01;;0
5828-AVIPD;Male;0;Yes;Yes;Yes;Electronic check;34MiKLvoe5;One year;100.95;2018-06-01;2020-01-01;1
5828-DWPIL;Male;1;Yes;No;Yes;Electronic check;9jqrsT2LxD;Month-to-month;89.1;2014-11-01;;0
5829-NVSQN;Female;0;Yes;No;Yes;Bank transfer (automatic);F8gCGUA4pe;One year;68.75;2018-02-01;;0
5832-EXGTT;Male;0;Yes;Yes;Yes;Mailed check;65HZtsU4AE;Month-to-month;60.2;2017-08-01;;0
5832-TRLPB;Male;0;No;No;Yes;Bank transfer (automatic);4yxqMyfNb2;One year;75.35;2017-08-01;;0
5832-XKAES;Male;0;No;No;Yes;Credit card (automatic);KKtuqpWsp7;Month-to-month;69.8;2020-08-01;2020-10-01;1
5834-ASPWA;Male;0;No;No;Yes;Electronic check;5LMBxmBj2h;Month-to-month;75.45;2020-05-01;2020-06-01;1
5835-BEQEU;Male;0;No;No;Yes;Electronic check;9GxeLnaZnw;Month-to-month;76.95;2020-06-01;2020-09-01;1
5837-LXSDN;Female;0;Yes;Yes;Yes;Credit card (automatic);H949qf6Cfp;One year;58.85;2018-04-01;;0
5839-SUYVZ;Male;0;No;No;Yes;Credit card (automatic);F4Bdb5RbXG;Month-to-month;74.55;2018-09-01;;0
5840-NVDCG;Female;0;Yes;Yes;No;Bank transfer (automatic);pTqonhk2Z4;Two year;68.25;2018-09-01;;0
5842-POCOP;Female;0;Yes;No;Yes;Mailed check;Dfq6ogyEVr;Month-to-month;88.9;2019-12-01;2020-05-01;1
5843-TTHGI;Female;0;No;No;Yes;Mailed check;4J9v3dvDZs;Month-to-month;50.0;2018-07-01;;0
5844-QVTAT;Female;0;Yes;Yes;Yes;Mailed check;8gXvpSoeX6;One year;58.45;2017-04-01;;0
5845-BZZIB;Male;0;Yes;Yes;No;Mailed check;7JNMTtQfxc;Two year;20.1;2017-02-01;;0
5846-ABOBJ;Male;0;Yes;No;No;Bank transfer (automatic);7TPAqQ8PYG;Two year;24.45;2014-02-01;;0
5846-NEQVZ;Male;0;Yes;Yes;Yes;Credit card (automatic);HuxH6koXpx;Two year;70.85;2014-02-01;;0
5846-QFDFI;Female;0;Yes;Yes;No;Credit card (automatic);EWSPaA7z4f;Month-to-month;88.6;2017-04-01;;0
5847-MXBEO;Male;0;No;No;No;Mailed check;CSyQeqTrzy;One year;20.3;2018-03-01;;0
5848-FHRFC;Female;0;No;No;No;Bank transfer (automatic);4YNg4akTpg;Two year;20.05;2014-05-01;;0
5849-ASHZJ;Male;0;No;Yes;No;Credit card (automatic);5mVMkr8kTh;One year;20.05;2017-10-01;;0
5850-BDWCY;Female;0;No;No;No;Mailed check;9a9UgwhbKe;Month-to-month;20.2;2019-07-01;;0
5854-KSRBJ;Male;0;Yes;Yes;No;Mailed check;7BPAVyxyC2;Two year;25.4;2014-03-01;;0
5855-EIBDE;Female;0;Yes;No;No;Credit card (automatic);A3qfaa3Udj;Two year;106.65;2015-12-01;;0
5857-TYBCJ;Male;1;Yes;No;Yes;Electronic check;GGGA7dDarC;Month-to-month;89.2;2016-05-01;;0
5857-XRECV;Female;0;No;Yes;No;Bank transfer (automatic);8YFBfYNMje;One year;20.5;2019-11-01;;0
5858-EAFCZ;Male;0;No;No;No;Mailed check;7spUHKSpfL;Month-to-month;44.45;2019-12-01;;0
5859-HZYLF;Male;0;Yes;Yes;Yes;Credit card (automatic);4G2rW4VkQg;Two year;19.15;2017-11-01;;0
5862-BRIXZ;Male;0;No;No;Yes;Bank transfer (automatic);4GHxVyDmLd;Two year;60.75;2016-03-01;;0
5863-OOKCL;Female;0;No;No;No;Mailed check;A5gbvRCxMe;Month-to-month;18.85;2019-03-01;;0
5868-CZJDR;Male;0;No;Yes;Yes;Mailed check;5nf7ueeUvK;Month-to-month;31.35;2020-04-01;2020-05-01;1
5868-YTYKS;Male;0;No;Yes;Yes;Mailed check;uYTFTjqJRa;Month-to-month;20.25;2019-12-01;;0
5868-YWPDW;Male;1;Yes;No;Yes;Electronic check;ha3Lsx2LRP;Month-to-month;84.2;2019-12-01;2020-06-01;1
5871-DGTXZ;Male;0;No;No;No;Mailed check;7yp9xCMZvp;One year;19.8;2017-05-01;;0
5872-OEQNH;Female;0;No;No;Yes;Electronic check;7QjzHSPhJp;One year;44.45;2015-01-01;;0
5875-YPQFJ;Male;0;No;No;Yes;Electronic check;DgSPa6Du4W;Month-to-month;69.9;2020-03-01;2020-04-01;1
5876-HZVZM;Female;0;Yes;Yes;No;Credit card (automatic);GGMHngS8ZF;Month-to-month;55.9;2019-09-01;2020-03-01;1
5876-QMYLD;Female;0;Yes;Yes;No;Mailed check;4EaTw8bmUK;One year;20.05;2018-02-01;;0
5879-HMFFH;Female;0;Yes;No;No;Bank transfer (automatic);Dc5B4jTv8D;Two year;88.05;2014-01-01;;0
5879-SESNB;Female;0;No;No;No;Electronic check;H4a9BeCEPu;Month-to-month;75.25;2019-02-01;;0
5882-CMAZQ;Female;0;Yes;Yes;No;Electronic check;D2yaj2fhMH;Month-to-month;34.25;2019-08-01;;0
5883-GTGVD;Male;0;No;No;Yes;Electronic check;9BgE5pQ7FA;Month-to-month;99.95;2019-05-01;2020-12-01;1
5884-FBCTL;Female;0;Yes;Yes;No;Bank transfer (automatic);A69qUN3BaK;Two year;25.1;2014-01-01;;0
5884-GCYMI;Male;0;No;No;No;Mailed check;AZruZPeLUd;Month-to-month;69.4;2020-11-01;2020-12-01;1
5886-VLQVU;Male;0;Yes;No;Yes;Bank transfer (automatic);CTPkibnX9v;Month-to-month;89.85;2017-02-01;;0
5887-IKKYO;Male;0;Yes;Yes;No;Bank transfer (automatic);6u3oQZqRuo;Two year;94.35;2015-03-01;;0
5889-JTMUL;Female;1;Yes;No;Yes;Electronic check;GtSBdqVZS9;Month-to-month;95.05;2016-09-01;2020-11-01;1
5889-LFOLL;Female;0;No;No;Yes;Electronic check;AnhYvEzqck;Month-to-month;84.6;2019-03-01;2020-04-01;1
5893-KCLGT;Female;0;No;Yes;Yes;Mailed check;DQd4Yw7LXg;Two year;19.75;2014-01-01;;0
5893-PYOLZ;Male;0;No;No;Yes;Credit card (automatic);H2UMM5ebPe;Two year;81.8;2015-05-01;;0
5895-QSXOD;Male;0;No;No;No;Mailed check;8xUT24rUMG;Month-to-month;70.05;2019-04-01;;0
5896-NPFWW;Male;0;Yes;Yes;Yes;Electronic check;Weoe3J6bkA;Month-to-month;50.15;2020-05-01;2020-08-01;1
5897-ZYEKH;Female;1;Yes;No;Yes;Electronic check;5fnCT8VKd2;One year;105.6;2014-06-01;;0
5898-IGSLP;Male;0;Yes;Yes;No;Electronic check;Ky7mAMPswz;Month-to-month;89.3;2017-06-01;;0
5899-MQZZL;Female;0;No;No;Yes;Mailed check;7WXLGzX3oQ;Month-to-month;75.0;2019-08-01;2020-09-01;1
5899-OUVKV;Male;0;No;No;Yes;Electronic check;6gokKHLXxK;Month-to-month;94.5;2017-06-01;;0
5902-WBLSE;Female;0;Yes;Yes;Yes;Credit card (automatic);BBHaCnJjTB;Two year;20.15;2014-03-01;;0
5906-BFOZT;Male;0;No;No;Yes;Mailed check;DoTVQccHGn;Month-to-month;19.5;2019-12-01;;0
5906-CVLHP;Female;0;Yes;Yes;Yes;Credit card (automatic);DYGGtv9TcD;One year;54.15;2016-08-01;2020-05-01;1
5906-DVAPM;Female;0;Yes;Yes;Yes;Credit card (automatic);4wM4DdqdcB;One year;75.0;2015-06-01;;0
5908-QMGOE;Male;1;No;No;Yes;Credit card (automatic);98fnsdFGgK;Month-to-month;74.2;2018-11-01;2020-02-01;1
5909-ECHUI;Female;0;No;No;Yes;Electronic check;3qHfi24bGw;Month-to-month;56.25;2019-12-01;2020-01-01;1
5913-INRQV;Male;1;Yes;No;No;Mailed check;KCzWKAq7i6;One year;90.15;2017-03-01;;0
5914-DVBWJ;Female;1;No;No;Yes;Electronic check;DLgiAd6w2J;Month-to-month;85.45;2018-07-01;2020-01-01;1
5914-GXMDA;Female;0;Yes;No;No;Mailed check;Cpuqhjz4iL;One year;19.3;2017-05-01;;0
5914-XRFQB;Male;0;Yes;No;Yes;Bank transfer (automatic);AAdsLLcNpt;Two year;115.8;2014-01-01;;0
5915-ANOEI;Male;0;Yes;No;No;Mailed check;5R4j7VVhp4;Two year;79.15;2014-03-01;;0
5915-DGNVC;Female;0;Yes;No;No;Electronic check;6CPnmybtnF;One year;71.8;2015-12-01;;0
5916-QEWPT;Female;0;Yes;No;No;Credit card (automatic);Huu73aoY6Z;Month-to-month;69.0;2019-11-01;;0
5917-HBSDW;Female;0;Yes;Yes;No;Electronic check;KmXLmECnDf;Month-to-month;19.35;2016-12-01;;0
5917-RYRMG;Male;1;No;No;No;Credit card (automatic);4mW2bHruwM;One year;19.8;2017-05-01;;0
5918-VUKWP;Female;0;No;No;No;Bank transfer (automatic);VSKwfLkEBP;One year;20.55;2017-05-01;;0
5919-TMRGD;Female;0;No;Yes;Yes;Electronic check;EfnpFMzUA7;Month-to-month;79.35;2020-01-01;2020-02-01;1
5919-VCZYM;Male;0;No;No;No;Mailed check;689msevrXT;Month-to-month;20.05;2019-11-01;;0
5921-NGYRH;Male;0;Yes;No;Yes;Mailed check;Ky2TwiHrMH;Month-to-month;73.55;2014-09-01;;0
5922-ABDVO;Female;0;Yes;No;No;Mailed check;HooUAoybgb;Month-to-month;89.65;2018-07-01;2020-02-01;1
5923-GXUOC;Male;0;No;No;Yes;Electronic check;9oTr9KPRyX;Month-to-month;104.4;2019-04-01;2020-02-01;1
5924-IFQTT;Male;0;Yes;Yes;Yes;Electronic check;3NL2SvmgZR;Month-to-month;72.8;2018-12-01;;0
5924-SNGKP;Female;0;No;Yes;Yes;Credit card (automatic);77PWXvRtcb;One year;20.25;2016-08-01;;0
5928-QLDHB;Male;0;No;No;Yes;Electronic check;9wSz5ze3Qt;Month-to-month;76.25;2019-04-01;;0
5930-GBIWP;Male;0;No;No;Yes;Credit card (automatic);KXwXFVH7BK;Two year;81.5;2014-04-01;;0
5931-FLJJF;Male;1;Yes;No;Yes;Mailed check;D8wgy62LY3;Month-to-month;70.1;2019-09-01;2020-04-01;1
5934-RMPOV;Female;0;No;Yes;Yes;Electronic check;5CdV9RR5EX;Month-to-month;84.75;2018-03-01;;0
5934-TSSAU;Female;0;Yes;Yes;Yes;Credit card (automatic);85gi7cQ2Wy;Month-to-month;75.3;2018-02-01;;0
5935-FCCNB;Female;1;No;No;Yes;Electronic check;JsWaZKX5Ku;Month-to-month;94.2;2018-08-01;;0
5937-EORGB;Male;1;Yes;No;Yes;Electronic check;44NAErLHJS;Month-to-month;96.5;2018-10-01;;0
5939-SXWHM;Male;0;Yes;Yes;No;Bank transfer (automatic);7VkSkHj7x2;Two year;26.3;2016-01-01;;0
5939-XAIXZ;Female;0;No;No;Yes;Mailed check;ojWUm9aGQU;Month-to-month;56.1;2018-06-01;;0
5940-AHUHD;Male;0;No;No;No;Mailed check;866ik4vfoC;Month-to-month;70.6;2020-09-01;2020-10-01;1
5940-NFXKV;Male;0;Yes;Yes;Yes;Electronic check;8sUU5w22Xh;Month-to-month;83.65;2018-12-01;2020-07-01;1
5944-UGLLK;Male;0;No;No;No;Credit card (automatic);73z3BcfvXq;One year;54.9;2015-08-01;;0
5945-AZYHT;Male;0;Yes;No;Yes;Electronic check;3B3LtErDBy;One year;109.6;2014-02-01;;0
5947-SGKCL;Female;0;Yes;Yes;Yes;Bank transfer (automatic);6Kuz5eYMng;Month-to-month;105.35;2018-10-01;;0
5948-UJZLF;Male;0;No;No;No;Mailed check;CVyjTmbUFV;Month-to-month;49.25;2019-11-01;;0
5949-EBSQK;Male;0;Yes;Yes;No;Credit card (automatic);FPSg94za4N;Month-to-month;61.45;2020-06-01;2020-10-01;1
5949-HGVJL;Female;0;Yes;No;Yes;Electronic check;JAzZGhiQMk;Month-to-month;73.05;2017-11-01;;0
5949-XIKAE;Female;0;Yes;Yes;Yes;Electronic check;HEb65n89Dk;Month-to-month;83.55;2019-11-01;2020-07-01;1
5950-AAAGJ;Male;0;No;No;No;Bank transfer (automatic);6aHCNjwe3G;Month-to-month;84.3;2018-07-01;;0
5951-AOFIH;Male;0;No;No;Yes;Credit card (automatic);4Jme74BLcb;Month-to-month;66.4;2017-04-01;;0
5954-BDFSG;Female;0;No;No;Yes;Credit card (automatic);8trmzqQHqB;Two year;107.5;2014-01-01;;0
5955-EPOAZ;Female;0;No;No;Yes;Mailed check;FbmLjGJELu;Month-to-month;20.95;2019-07-01;;0
5955-ERIHD;Male;0;Yes;No;Yes;Electronic check;48kiveQVPe;Month-to-month;94.7;2019-04-01;2020-10-01;1
5956-VKDTT;Female;1;Yes;No;Yes;Electronic check;KCCgzej4te;Month-to-month;74.35;2020-06-01;2020-11-01;1
5956-YHHRX;Male;1;No;No;Yes;Electronic check;9gVecGnQ8g;Month-to-month;104.35;2018-04-01;;0
5959-BELXA;Male;1;No;No;Yes;Credit card (automatic);Gai5cWGX4K;Month-to-month;96.15;2017-11-01;2020-07-01;1
5960-MVTUK;Male;0;No;No;Yes;Electronic check;C2ZvU9bMAw;Month-to-month;29.75;2019-10-01;;0
5960-WPXQM;Male;0;No;No;Yes;Electronic check;G6ot6iDin5;Month-to-month;79.05;2020-11-01;2020-12-01;1
5961-VUSRV;Female;0;No;No;Yes;Bank transfer (automatic);KPh6ysSDJm;One year;19.35;2019-01-01;;0
5965-GGPRW;Male;0;Yes;Yes;No;Bank transfer (automatic);8tZLdjpSqk;Two year;105.25;2014-01-01;;0
5966-EMAZU;Male;0;Yes;No;Yes;Mailed check;6bmZM473iB;One year;108.5;2014-09-01;;0
5968-HYJRZ;Male;0;Yes;Yes;No;Mailed check;38h8anD4KD;Two year;24.55;2016-02-01;;0
5968-VXZLG;Male;0;No;No;Yes;Bank transfer (automatic);KBKnSLSap8;Month-to-month;46.6;2019-11-01;;0
5968-XQIVE;Male;0;Yes;Yes;Yes;Electronic check;CLFaQJbRQf;One year;89.7;2014-01-01;;0
5970-GHJAW;Male;0;Yes;Yes;No;Credit card (automatic);E6spLUCdR7;Two year;19.95;2016-03-01;;0
5973-EJGDP;Male;0;No;No;Yes;Electronic check;Wa89CfUkdS;Month-to-month;87.35;2015-10-01;;0
5975-BAICR;Male;0;Yes;Yes;Yes;Credit card (automatic);Gg6eS23Qeo;One year;63.7;2017-01-01;;0
5976-JCJRH;Male;0;Yes;No;Yes;Electronic check;DmVqbNNEdE;Month-to-month;70.3;2019-11-01;2020-09-01;1
5977-CKHON;Female;0;Yes;Yes;Yes;Bank transfer (automatic);4Ro6EoSWSL;Month-to-month;92.55;2016-06-01;;0
5980-BDHPY;Male;0;Yes;No;Yes;Bank transfer (automatic);BhYMCA8S85;Two year;87.1;2014-01-01;;0
5980-NOPLP;Female;0;Yes;No;Yes;Electronic check;HFiEccwwNT;Month-to-month;96.1;2016-11-01;2020-07-01;1
5981-ITEMU;Male;0;Yes;No;Yes;Bank transfer (automatic);GJGVbNCR4X;Month-to-month;97.1;2016-11-01;2020-03-01;1
5981-ZVXOT;Female;1;No;No;Yes;Electronic check;8fa4nLZjp6;One year;108.35;2017-02-01;;0
5982-FPVQN;Female;0;Yes;Yes;Yes;Electronic check;6DYyywxcCv;Month-to-month;95.15;2016-12-01;;0
5982-PSMKW;Female;0;Yes;Yes;Yes;Credit card (automatic);GAS9xB6kcz;Two year;91.1;2018-02-01;;0
5982-XMDEX;Female;0;No;No;No;Bank transfer (automatic);E6kLLiSvoC;Two year;26.5;2014-08-01;;0
5985-BEHZK;Female;1;Yes;No;No;Credit card (automatic);FHxFo8htK9;One year;105.0;2014-01-01;;0
5985-TBABQ;Female;0;No;No;No;Mailed check;E3SLpZynhf;One year;74.75;2017-05-01;;0
5986-WWXDV;Male;0;No;Yes;No;Bank transfer (automatic);FSmWi79jRj;One year;19.35;2016-10-01;;0
5989-AXPUC;Female;0;Yes;No;No;Mailed check;Gy8aYpQWey;Two year;118.6;2014-05-01;;0
5989-OMNJE;Female;0;Yes;Yes;No;Electronic check;9cXNC83mLX;One year;57.6;2018-01-01;;0
5989-PGKJB;Female;0;No;No;Yes;Electronic check;JqHJo7Wgh2;Month-to-month;86.25;2018-09-01;;0
5993-BQHEA;Male;0;No;No;No;Credit card (automatic);6KZYhrrjWj;One year;20.05;2019-01-01;;0
5993-JSUWV;Female;0;No;No;Yes;Bank transfer (automatic);HUV7WEYrgu;Two year;61.15;2014-07-01;;0
5995-LFTLE;Male;0;No;No;Yes;Credit card (automatic);EA7LoP3Tg8;Two year;25.3;2015-03-01;;0
5995-OIGLP;Male;0;No;No;No;Mailed check;6fNP79Qdgu;Month-to-month;56.65;2019-12-01;2020-12-01;1
5995-SNNEW;Male;1;Yes;No;Yes;Electronic check;5vD9LGA3xW;Month-to-month;104.45;2018-02-01;;0
5995-WWKKG;Female;0;No;No;Yes;Electronic check;Eg43KboPP2;One year;19.8;2016-12-01;;0
